;long;lat;road;fuel_supply;restaurant;snack_bar;convenience_store;public_phone;hotel;mechanics;borrower;money_supply;site_size_m2;vacancy_length
;-52740785;-25126672;BR-277;;;;;;;;;;;
;-52852361;-25110033;BR-277;;;;;;;;;;;
;-52859451;-25107756;BR-277;;;;;;;;;;;
;-52967663;-25097012;BR-277;;;;;;;;;;;
;-53006359;-25115858;BR-277;;;;;;;;;;;
;-53040782;-25102060;BR-277;;;;;;;;;;;
;-53128455;-25093582;BR-277;;;;;;;;;;;
;-53216017;-25066426;BR-277;;;;;;;;;;;
;-53334342;-24985845;BR-277;;;;;;;;;;;
;-53344569;-24984441;BR-277;;;;;;;;;;;
;-53388789;-24975437;BR-277;;;;;;;;;;;
;-5339541 O;-24970884;BR-277;;;;;;;;;;;
;-53402820;-24966690;BR-277;;;;;;;;;;;
;-53491972;-24979495;BR-277;;;;;;;;;;;
;-53508463;-24989149;BR-277;;;;;;;;;;;
;-53531929;-25009163;BR-277;;;;;;;;;;;
;-53544599;-25019172;BR-277;;;;;;;;;;;
;-53622795;-25051159;BR-277;;;;;;;;;;;
;-53823391;-25128072;BR-277;;;;;;;;;;;
;-53850030;-25156763;BR-277;;;;;;;;;;;
;-53941312;-25194847;BR-277;;;;;;;;;;;
;-53943016;-25196818;BR-277;;;;;;;;;;;
;-53975277;-25242846;BR-277;;;;;;;;;;;
;-54058438;-25268210;BR-277;;;;;;;;;;;
;-54085758;-25284323;BR-277;;;;;;;;;;;
;-54095334;-25287018;BR-277;;;;;;;;;;;
;-54101928;-25288820;BR-277;;;;;;;;;;;
;-54142216;-25308619;BR-277;;;;;;;;;;;
;-54194857;-25334024;BR-277;;;;;;;;;;;
;-54240890;-25351139;BR-277;;;;;;;;;;;
;-54271821;-25373194;BR-277;;;;;;;;;;;
;-54400172;-25444796;BR-277;;;;;;;;;;;
;-54401843;-25445487;BR-277;;;;;;;;;;;
;-54502906;-25487365;BR-277;;;;;;;;;;;
;-54509569;-25490125;BR-277;;;;;;;;;;;
;-54518795;-25494015;BR-277;;;;;;;;;;;
;-54537047;-25501855;BR-277;;;;;;;;;;;
;-49113784;-25207833;BR-476;;;;;;;;;;;
;-53197568;-26243160;BR-373;;;;;;;;;;;
;-50495966;-25149312;BR-373;;;;;;;;;;;
;-50545445;-25157464;BR-373;;;;;;;;;;;
;-50657812;-25178904;BR-373;;;;;;;;;;;
;-50811665;-25187732;BR-373;;;;;;;;;;;
;-50972730;-25199912;BR-373;;;;;;;;;;;
;-50075643;-23036797;BR-369;;;;;;;;;;;
;-50080385;-23036729;BR-369;;;;;;;;;;;
;-50232416;-23045373;BR-369;;;;;;;;;;;
;-50235363;-23047101;BR-369;;;;;;;;;;;
;-50351373;-23104136;BR-369;;;;;;;;;;;
;-50365493;-23108040;BR-369;;;;;;;;;;;
;-50366301;-23108335;BR-369;;;;;;;;;;;
;-50373013;-23112433;BR-369;;;;;;;;;;;
;-50524047;-23152046;BR-369;;;;;;;;;;;
;-50581265;-23144870;BR-369;;;;;;;;;;;
;-50643123;-23189149;BR-369;;;;;;;;;;;
;-50645687;-23189824;BR-369;;;;;;;;;;;
;-50652172;-23194734;BR-369;;;;;;;;;;;
;-50697338;-23240595;BR-369;;;;;;;;;;;
;-50781664;-23263127;BR-369;;;;;;;;;;;
;-50967545;-23269539;BR-369;;;;;;;;;;;
;-50981321;-23258275;BR-369;;;;;;;;;;;
;-51037240;-23265747;BR-369;;;;;;;;;;;
;-51056107;-23273836;BR-369;;;;;;;;;;;
;-51060419;-23275624;BR-369;;;;;;;;;;;
;-51126786;-23293164;BR-369;;;;;;;;;;;
;-51142556;-23292959;BR-369;;;;;;;;;;;
;-51144253;-23292925;BR-369;;;;;;;;;;;
;-51154957;-23292838;BR-369;;;;;;;;;;;
;-51178144;-23292734;BR-369;;;;;;;;;;;
;-51193646;-23297832;BR-369;;;;;;;;;;;
;-51199175;-23297579;BR-369;;;;;;;;;;;
;-51202991;-23297217;BR-369;;;;;;;;;;;
;-51214713;-23292665;BR-369;;;;;;;;;;;
;-51225706;-23287658;BR-369;;;;;;;;;;;
;-51311294;-23295173;BR-369;;;;;;;;;;;
;-51332192;-23301907;BR-369;;;;;;;;;;;
;-51357753;-23303946;BR-369;;;;;;;;;;;
;-51361259;-23305277;BR-369;;;;;;;;;;;
;-51375954;-23315539;BR-369;;;;;;;;;;;
;-51394646;-23356693;BR-369;1;1;1;1;o;o;1;1;o;1300;130
;-51409947;-23371059;BR-369;1;1;1;1;o;o;o;1;o;1900;190
;-51427833;-23401501;BR-369;;;;;;;;;;;
;-51427998;-23407935;BR-369;;;;;;;;;;;
;-51427436;-23416903;BR-369;1;o;1;1;o;o;o;1;o;550;55
;-51423225;-23427091;BR-369;;;;;;;;;;;
;-51423949;-23422844;BR-369;;;;;;;;;;;
;-51423387;-23495762;BR-369;1;o;1;1;o;o;1;1;o;450;45
;-51761810;-23702710;BR-369;;;;;;;;;;;
;-51764710;-23704057;BR-369;;;;;;;;;;;
;-52335767;-23912356;BR-369;;;;;;;;;;;
;-52351861;-23962926;BR-369;;;;;;;;;;;
;-52365471;-24028504;BR-369;;;;;;;;;;;
;-52383046;-24053585;BR-369;;;;;;;;;;;
;-52685325;-24333753;BR-376;1;1;1;1;o;o;o;1;o;3000;100
;-52734580;-24347107;BR-376;1;1;1;1;1;o;o;1;o;5000;150
;-52880028;-24479097;BR-376;o;o;o;o;o;o;o;o;o;400;40
;-53041677;-24547395;BR-369;;;;;;;;;;;
;-53200505;-24587279;BR-369;1;1;1;1;1;o;o;1;o;1000;100
;-53290313;-24785362;BR-369;1;1;1;o;1;o;o;1;o;800;50
;-53394490;-24932342;BR-369;;;;;;;;;;;
;-52423383;-23070138;BR-376;1;o;o;o;o;o;o;o;o;500;50
;-52415348;-23076459;BR-376;1;1;1;1;1;o;o;1;o;800;80
;-52396703;-23087542;BR-376;1;1;1;o;o;o;1;1;o;600;60
;-52301952;-23128840;BR-376;1;1;1;1;1;o;o;1;o;300;30
;-52201963;-23195823;BR-376;;;;;;;;;;;
;-52179898;-23221693;BR-376;1;1;1;o;o;o;1;1;o;800;80
;-52154439;-23276341;BR-376;1;o;o;1;1;o;o;o;o;50;5
;-52150571;-23280069;BR-376;1;o;o;1;1;o;o;1;o;400;40
;-52087512;-23359906;BR-376;1;1;1;1;1;o;1;1;o;600;60
;-52078374;-23365479;BR-376;1;o;o;o;o;o;o;o;o;200;20
;-52065993;-23368345;BR-376;1;o;1;1;1;o;1;1;o;100;10
;-51974832;-23418289;BR-376;1;1;1;1;1;o;1;1;o;700;70
;-51954904;-23416029;BR-376;;;;;;;;;;;
;-51954170;-23415829;BR-376;;;;;;;;;;;
;-51943724;-23412327;BR-376;;;;;;;;;;;
;-51942984;-23412060;BR-376;;;;;;;;;;;
;-51879547;-23436447;BR-376;1;1;1;1;o;o;1;1;o;1300;130
;-51843569;-23457420;BR-376;1;o;1;1;o;o;o;o;o;300;30
;-51832596;-23463777;BR-376;1;1;1;1;o;o;o;1;o;1700;170
;-51686594;-23517033;BR-376;1;o;1;1;o;o;o;1;o;600;60
;-51685239;-23517247;BR-376;1;o;o;1;o;o;1;1;o;200;20
;-51652851;-23577410;BR-376;1;1;1;1;o;o;1;1;o;1500;150
;-51521677;-23566950;BR-376;1;1;1;o;o;o;1;1;o;1800;180
;-51304070;-23719773;BR-376;;;;;;;;;;;
;-51265773;-23827747;BR-376;;;;;;;;;;;
;-51224688;-23900705;BR-376;;;;;;;;;;;
;-51224345;-23902778;BR-376;;;;;;;;;;;
;-51183205;-23913061;BR-376;;;;;;;;;;;
;-51170624;-23929795;BR-376;;;;;;;;;;;
;-51041932;-24103403;BR-376;;;;;;;;;;;
;-51041293;-24104700;BR-376;;;;;;;;;;;
;-50977093;-24150926;BR-376;;;;;;;;;;;
;-50760688;-24445160;BR-376;;;;;;;;;;;
;-50718121;-24503377;BR-376;;;;;;;;;;;
;-50645366;-24625320;BR-376;;;;;;;;;;;
;-50404492;-24935928;BR-376;;;;;;;;;;;
;-50404492;-24935928;BR-376;;;;;;;;;;;
;-50310736;-25029359;BR-376;;;;;;;;;;;
;-50273074;-25039825;BR-376;;;;;;;;;;;
;-50267259;-25041880;BR-376;;;;;;;;;;;
;-50245328;-25039852;BR-376;;;;;;;;;;;
;-50241814;-25041347;BR-376;;;;;;;;;;;
;-50224302;-25057208;BR-376;;;;;;;;;;;
;-50211452;-25070731;BR-376;;;;;;;;;;;
;-50200271;-25080468;BR-376;;;;;;;;;;;
;-50197234;-25101132;BR-376;;;;;;;;;;;
;-50150297;-25147102;BR-376;;;;;;;;;;;
;-50143752;-25150410;BR-376;;;;;;;;;;;
;-50132008;-25155978;BR-376;;;;;;;;;;;
;-50108774;-25171116;BR-376;;;;;;;;;;;
;-50108079;-25171387;BR-376;;;;;;;;;;;
;-50052996;-25221372;BR-376;;;;;;;;;;;
;-50004566;-25261338;BR-376;;;;;;;;;;;
;-49906121;-25286209;BR-376;;;;;;;;;;;
;-49778492;-25410570;BR-376;;;;;;;;;;;
;-49730838;-25460955;BR-376;;;;;;;;;;;
;-53625893;-23394861;BR-163;;;;;;;;;;;
;-53611681;-23398608;BR-163;;;;;;;;;;;
;-53381027;-23619835;BR-163;;;;;;;;;;;
;-53128063;-23764943;BR-163;;;;;;;;;;;
;-53098501;-23777640;BR-163;;;;;;;;;;;
;-53080779;-23788625;BR-163;;;;;;;;;;;
;-53042525;-23792717;BR-163;;;;;;;;;;;
;-52285852;-24588818;BR-158;;;;;;;;;;;
;-52214936;-24882290;BR-158;;;;;;;;;;;
;-52268792;-25107458;BR-158;;;;;;;;;;;
;-52413627;-25386216;BR-158;;;;;;;;;;;
;-52532742;-25855042;BR-158;;;;;;;;;;;
;-52520951;-25860670;BR-158;;;;;;;;;;;
;-52565358;-25977194;BR-158;;;;;;;;;;;
;-52669368;-26187466;BR-158;;;;;;;;;;;
;-52689736;-26230859;BR-158;;;;;;;;;;;
;-52712818;-26270900;BR-158;;;;;;;;;;;
;-52774215;-26258436;BR-158;;;;;;;;;;;
;-53671322;-26170246;BR-163;;;;;;;;;;;
;-53716383;-26083139;BR-163;;;;;;;;;;;
;-53731021;-26028579;BR-163;;;;;;;;;;;
;-53731536;-26008648;BR-158;;;;;;;;;;;
;-53796233;-25770273;BR-158;;;;;;;;;;;
;-53791050;-25685545;BR-163;;;;;;;;;;;
;-53794668;-25684682;BR-163;;;;;;;;;;;
;-53802238;-25674005;BR-163;;;;;;;;;;;
;-34990611;-7560139;BR-101;1;1;1;1;1;1;1;1;o;3900;39
;-34916667;-7819517;BR-101;1;1;1;1;1;1;1;1;o;1557;15
;-34909439;-7848461;BR-101;1;1;1;1;1;o;1;o;o;;
;-34910142;-7848536;BR-101;1;o;o;1;1;o;1;1;o;547;5
;-34908100;-7857833;BR-101;1;o;o;1;1;o;o;1;o;;
;-34907708;-7864786;BR-101;1;o;o;1;o;o;o;1;o;;
;-34906342;-7869300;BR-101;1;o;o;1;o;o;o;o;o;;
;-34905656;-7874556;BR-101;1;o;o;1;o;o;o;o;o;;
;-34906050;-7876769;BR-101;1;o;o;1;1;o;o;o;o;;
;-34904228;-7883619;BR-101;1;1;1;1;1;1;1;o;o;949;9
;-34902417;-7896867;BR-101;1;o;o;1;o;o;o;o;o;204;2
;-34901003;-7909561;BR-101;1;o;o;1;1;o;o;o;o;;
;-34899469;-7913887;BR-101;1;o;o;1;1;o;1;1;o;;
;-34898150;-7915713;BR-101;1;o;o;o;o;o;o;o;o;;
;-34897003;-7916389;BR-101;1;1;1;1;1;o;o;o;o;;
;-34902794;-7936975;BR-101;1;o;1;1;1;o;o;o;1;;
;-34915856;-7962700;BR-101;1;1;o;1;1;1;1;1;o;6337;63
;-34933247;-7988261;BR-101;1;1;o;o;1;o;o;1;1;363;3
;-34939225;-8013200;BR-101;1;1;1;1;o;o;o;1;o;1437;14
;-34942225;-8020994;BR-101;1;1;1;1;1;o;1;1;o;200;2
;-34941814;-8033258;BR-101;1;o;1;o;o;o;o;1;o;;
;-34942550;-8041478;BR-101;1;o;o;1;o;o;o;o;o;;
;-34944428;-8044414;BR-101;1;o;o;1;o;o;o;o;o;;
;-34942700;-8078583;BR-101;1;o;1;o;o;o;o;1;o;1000;8
;-34945150;-8085318;BR-101;1;o;o;o;o;o;o;1;o;4000;50
;-34950300;-8097000;BR-101;1;o;1;o;o;o;o;o;o;100;4
;-34947033;-8137800;BR-101;1;1;1;1;1;o;1;1;o;8500;60
;-34947350;-8139383;BR-101;1;1;1;o;1;o;o;1;o;5000;56
;-34940650;-8157900;BR-101;1;1;o;o;1;o;1;1;o;13000;120
;-34938367;-8170800;BR-101;1;1;1;1;1;o;o;1;1;15000;120
;-34949000;-8177150;BR-101;1;1;1;1;o;o;1;1;1;28000;125
;-34990833;-8219550;BR-101;1;1;1;1;1;o;1;1;1;20000;170
;-35230600;-8369833;BR-101;1;1;1;o;o;1;1;1;o;2000;20
;-35235133;-8373217;BR-101;1;1;1;1;1;1;1;1;o;;
;-35258600;-8393367;BR-101;1;1;1;1;1;o;1;1;o;13000;120
;-35261233;-8396100;BR-101;1;1;1;1;1;1;o;1;o;4060;30
;-35278183;-8408500;BR-101;1;1;1;1;1;1;1;1;o;18000;170
;-35576983;-8675950;BR-101;1;o;o;o;o;o;1;o;o;;
;-35577333;-8677433;BR-101;1;1;o;o;1;1;1;1;o;;
;-35577083;-8678050;BR-101;1;1;1;1;1;1;1;1;o;10500;160
;-35583950;-8685300;BR-101;1;1;1;o;1;o;1;1;o;5000;45
;-35608983;-8691400;BR-101;1;1;1;o;o;o;1;1;o;2000;15
;-35626550;-8799467;BR-101;1;o;1;1;o;o;1;1;o;4600;50
;-36128889;-7955833;BR-104;1;1;1;o;1;o;o;o;o;1249;13
;-36053611;-8008056;BR-104;1;1;1;o;1;o;o;1;o;974;10
;-36061111;-8013889;BR-104;1;1;1;o;o;o;1;1;o;560;6
;-36053611;-8029444;BR-104;1;1;1;o;o;o;1;1;o;1845;20
;-35977222;-8224167;BR-104;1;1;1;1;o;1;o;1;o;4512;49
;-35975917;-8255639;BR-104;1;1;1;1;o;1;o;o;o;192;2
;-35976472;-8262694;BR-104;1;1;o;1;1;o;o;o;o;;3
;-35978000;-8265722;BR-104;1;o;o;o;o;o;o;o;o;;3
;-35990444;-8309833;BR-104;1;1;1;1;1;1;o;1;o;780;8
;-35956111;-8437222;BR-104;1;1;1;o;o;o;1;o;o;3661;40
;-35950583;-8447611;BR-104;1;1;1;1;1;1;o;1;o;1207;13
;-35945583;-8454167;BR-104;1;1;1;o;1;o;1;1;o;;6
;-35944389;-8455722;BR-104;1;o;o;1;o;o;1;1;o;2322;25
;-35955639;-8593306;BR-104;1;o;o;1;1;o;o;o;o;2043;22
;-35956944;-8595750;BR-104;1;1;1;o;1;1;o;o;o;657;7
;-36014444;-8655556;BR-104;1;1;1;o;1;o;o;o;o;;5
;-37409944;-8429694;BR-110;1;o;1;o;1;o;o;1;o;200;2
;-37680250;-8519389;BR-110;1;o;1;o;1;o;o;o;o;300;3
;-37684306;-8520306;BR-110;1;1;1;o;1;1;o;1;o;600;6
;-37696056;-8534889;BR-110;1;1;1;o;1;1;o;1;o;200;2
;-39135941;-8061119;BR-116;1;1;1;o;o;1;1;1;o;900;26
;-39133194;-8072917;BR-116;1;1;1;1;1;1;1;1;o;1100;30
;-39131167;-8079000;BR-116;1;1;1;1;o;o;o;1;o;600;18
;-39128667;-8081528;BR-116;1;1;o;o;1;o;o;o;o;300;8
;-39136694;-8339083;BR-116;1;1;1;o;o;o;1;1;o;2600;80
;-35026356;-8089964;BR-232;1;1;1;1;1;o;o;1;o;;
;-35045117;-8094892;BR-232;1;1;1;o;o;o;o;1;o;9725;97
;-35055228;-8096547;BR-232;1;1;1;1;o;o;1;1;o;8535;85
;-35190014;-8108664;BR-232;1;1;1;1;o;o;1;1;o;;
;-35214142;-8113819;BR-232;1;o;1;1;o;o;1;o;o;;
;-35241111;-8113333;BR-232;1;o;o;1;1;o;o;o;o;1500;15
;-35255833;-8115556;BR-232;1;o;1;1;o;o;o;o;o;5000;60
;-35255303;-8116217;BR-232;1;o;o;o;o;o;o;o;o;700;7
;-35300267;-8139400;BR-232;1;1;1;1;o;1;o;o;o;800;8
;-35358889;-8129444;BR-232;1;o;o;o;o;o;o;1;o;o;o
;-35367250;-8133900;BR-232;1;o;1;1;o;o;o;o;o;5000;50
;-35380000;-8140000;BR-232;1;1;o;1;1;o;o;o;o;2000;20
;-35389722;-8143889;BR-232;1;o;1;o;1;1;o;1;o;3500;40
;-35393650;-8146250;BR-232;1;1;1;1;1;o;1;1;o;5500;50
;-35407222;-8147222;BR-232;1;1;1;1;1;1;o;1;o;2500;30
;-35544722;-8192500;BR-232;1;1;1;1;1;o;o;o;o;o;o
;-35545117;-8193300;BR-232;1;1;1;o;1;1;1;1;o;o;o
;-35553600;-8194050;BR-232;1;1;1;1;o;1;o;o;o;;
;-35564444;-8194444;BR-232;1;;1;o;o;o;1;1;o;o;o
;-35570317;-8196267;BR-232;1;1;1;o;o;1;o;o;o;530;5
;-35579400;-8197500;BR-232;1;o;1;o;1;o;o;o;1;;
;-35686944;-8222778;BR-232;1;o;1;1;o;o;o;1;o;1500;15
;-35741767;-8238300;BR-232;1;o;1;1;o;o;o;o;o;;
;-35747778;-8239167;BR-232;1;o;o;o;1;o;o;1;o;500;5
;-35749167;-8240278;BR-232;1;1;1;o;1;1;o;1;o;o;o
;-35754722;-8243611;BR-232;1;1;o;o;1;o;o;o;o;o;o
;-35754722;-8244167;BR-232;1;o;o;1;1;o;1;1;o;o;o
;-35759717;-8248300;BR-232;1;1;1;o;1;1;1;1;o;8500;80
;-35760278;-8248611;BR-232;1;1;1;o;o;o;o;o;11;1880;20
;-35766667;-8252500;BR-232;1;1;1;1;o;o;o;1;12;1760;19
;-35817517;-8285056;BR-232;1;1;1;o;1;1;o;1;o;o;o
;-35882778;-8293889;BR-232;1;1;1;1;1;o;o;1;13;9290;101
;-35897472;-8297500;BR-232;1;1;1;1;o;o;o;1;10;2200;24
;-35933083;-8305639;BR-232;1;1;1;1;o;o;o;o;9;1130;12
;-35950278;-8308611;BR-232;1;o;1;o;1;o;o;1;14;;4
;-36004556;-8302722;BR-232;1;1;1;o;1;1;1;1;5;800;8
;-36022944;-8307972;BR-232;1;1;1;o;1;1;o;1;6;3692;40
;-36035194;-8311306;BR-232;1;1;1;1;o;o;1;1;7;2346;25
;-36079917;-8321111;BR-232;1;1;1;o;o;o;1;1;o;4890;53
;-36112806;-8325778;BR-232;1;1;1;o;o;o;1;1;o;2950;32
;-36130583;-8333500;BR-232;1;1;1;1;1;o;1;1;o;644;7
;-36136667;-8334194;BR-232;1;1;1;o;1;o;1;1;o;1000;10
;-36142389;-8331167;BR-232;1;1;1;1;1;1;1;1;8;120;1
;-36201806;-8328500;BR-232;1;1;1;1;o;o;o;1;o;3200;35
;-36283861;-8334833;BR-232;1;1;1;o;1;o;1;1;o;804;8
;-36396328;-8346192;BR-232;1;1;1;o;o;o;o;1;o;880;9
;-36427528;-8344361;BR-232;1;1;1;o;1;o;o;1;o;1236;13
;-36434222;-8345444;BR-232;1;1;1;o;o;1;1;1;o;1604;17
;-36435083;-8345889;BR-232;1;1;1;o;1;1;o;o;o;720;7
;-36553219;-8361511;BR-232;1;1;o;o;1;o;o;1;o;472;5
;-36689972;-8366333;BR-232;1;1;1;o;1;o;1;1;o;2660;29
;-36692361;-8366361;BR-232;1;1;o;1;1;o;o;o;o;1496;16
;-36713806;-8373139;BR-232;1;1;1;o;1;1;o;1;o;1460;16
;-37052000;-8423472;BR-232;1;1;1;1;o;1;o;1;o;;6
;-37063806;-8430417;BR-232;1;1;1;1;1;1;o;1;o;1500;16
;-37079917;-8416944;BR-232;1;1;1;o;1;o;o;1;o;4727;51
;-37069222;-8427639;BR-232;1;1;1;o;1;o;o;1;o;888;9
;-37083972;-8413361;BR-232;1;o;1;o;o;o;1;1;o;3336;36
;-37141333;-8410139;BR-232;1;o;1;o;o;o;o;o;o;3720;40
;-37269833;-8362667;BR-232;1;1;1;1;1;o;1;1;o;2230;24
;-37366806;-8307667;BR-232;1;o;1;o;o;o;o;1;o;3750;41
;-37472000;-8140000;BR-232;1;1;1;o;o;o;1;1;o;360;3
;-37629361;-8088583;BR-232;1;o;o;1;1;1;1;o;o;2794;30
;-37634250;-8088000;BR-232;1;1;1;1;1;1;1;1;o;4400;48
;-37639722;-8086583;BR-232;1;1;1;o;1;1;1;1;o;320;3
;-37643056;-8085083;BR-232;1;1;1;1;1;1;o;1;o;1900;20
;-37832056;-8052806;BR-232;1;1;1;1;1;o;o;o;o;670;7
;-38077722;-8039667;BR-232;1;1;1;o;o;o;o;1;o;850;9
;-38124889;-8032917;BR-232;1;1;1;1;1;1;1;1;o;1900;20
;-38244347;-8003468;BR-232;1;1;1;1;o;1;o;1;o;500;5
;-38276694;-7984417;BR-232;1;1;1;o;1;1;o;o;o;1120;12
;-38284944;-7982583;BR-232;1;1;1;1;1;1;1;1;o;2000;21
;-38286417;-7982444;BR-232;1;1;1;1;1;1;1;1;o;400;4
;-38289861;-7981861;BR-232;1;o;o;o;o;o;1;1;o;180;4
;-38305250;-7981167;BR-232;1;1;1;1;o;1;o;1;o;360;9
;-38313944;-7980028;BR-232;1;1;1;o;1;1;1;1;o;1150;38
;-38616917;-7999722;BR-232;1;1;o;1;1;1;o;1;o;250;7
;-38710333;-8021167;BR-232;1;1;1;1;o;o;o;1;o;6000;200
;-38808167;-8018472;BR-232;1;1;1;1;1;1;1;1;o;1200;40
;-38902139;-8011806;BR-232;1;1;1;o;1;o;o;1;o;1100;36
;-39115056;-8061056;BR-232;1;1;1;o;1;1;1;1;o;780;25
;-39118278;-8061694;BR-232;1;1;1;1;1;1;1;1;1;1050;35
;-39123944;-8062694;BR-232;1;1;1;1;1;1;o;1;o;280;8
;-39134250;-8067167;BR-232;1;1;1;1;1;1;o;1;o;380;12
;-39135583;-8067528;BR-232;1;1;1;1;1;1;1;1;o;980;30
;-40660194;-7446389;BR-316;1;1;1;1;o;1;o;1;o;250;6
;-40659944;-7446389;BR-316;1;1;1;o;o;o;o;1;o;200;5
;-40659167;-7446500;BR-316;1;o;1;o;o;o;o;1;o;400;12
;-40515250;-7576722;BR-316;1;1;o;1;o;o;o;o;o;100;2
;-40514944;-7576722;BR-316;1;o;1;o;o;1;o;o;o;;
;-40505361;-7583472;BR-316;1;1;1;o;o;o;1;1;o;100;3
;-40502889;-7584361;BR-316;1;1;1;o;1;1;1;1;o;1200;36
;-40413556;-7649472;BR-316;1;o;1;1;o;o;o;1;o;700;20
;-40312722;-7725861;BR-316;1;o;1;o;o;o;o;1;o;350;10
;-40263639;-7756778;BR-316;1;o;1;o;o;o;1;1;o;6350;200
;-40260556;-7764194;BR-316;1;1;1;1;o;o;1;1;o;350;11
;-40260056;-7765833;BR-316;1;1;o;1;o;o;o;1;o;;
;-40252028;-7775389;BR-316;1;1;1;1;o;1;1;1;o;4800;150
;-40169528;-7814556;BR-316;1;1;1;o;o;o;o;1;o;70;2
;-40093139;-7871694;BR-316;1;1;1;o;o;1;o;1;o;800;25
;-40066417;-7887167;BR-316;1;o;1;1;o;o;o;1;o;400;12
;-39586389;-8096083;BR-316;1;1;1;1;o;1;o;1;o;1300;40
;-39563944;-8093222;BR-316;1;o;1;o;o;o;o;1;o;1350;40
;-38543311;-8673292;BR-316;1;1;1;1;1;o;o;1;o;720;20
;-38218137;-8970184;BR-316;1;1;1;o;1;1;1;1;o;2599;20
;-38215084;-8978823;BR-316;1;1;1;1;1;1;1;1;o;1237;20
;-41008500;-8513967;BR-407;1;1;1;o;1;1;1;1;o;6000;100
;-40832231;-8811247;BR-407;1;1;1;o;1;o;o;1;o;2500;40
;-40570472;-9319603;BR-407;1;1;1;o;o;o;o;1;o;2500;40
;-40539100;-9373019;BR-407;1;1;1;o;1;o;o;1;o;2500;40
;-40534028;-9379467;BR-407;1;o;o;o;o;o;o;o;o;2500;40
;-40530683;-9382656;BR-407;1;1;1;1;1;o;1;1;o;2000;30
;-35233889;-7742500;BR-408;1;o;o;1;1;o;o;1;o;1500;15
;-35232222;-7750556;BR-408;1;o;o;1;1;o;o;o;o;1000;10
;-35232778;-7753889;BR-408;1;o;o;1;o;o;o;o;o;1400;10
;-35243056;-7806111;BR-408;1;o;o;1;1;o;o;o;o;2000;20
;-35238889;-7846944;BR-408;1;o;o;1;o;o;o;1;o;o;o
;-35235556;-7848333;BR-408;1;o;o;1;1;o;1;o;o;o;o
;-35216111;-7857222;BR-408;1;o;o;o;1;o;o;1;o;2400;20
;-35172500;-7901111;BR-408;1;1;1;1;o;o;o;o;o;o;o
;-35015494;-8043319;BR-408;1;1;1;o;1;o;o;1;o;1500;15
;-36233556;-8490389;BR-423;1;o;1;o;o;o;o;o;o;o;o
;-36234139;-8490833;BR-423;1;1;1;o;;o;o;;o;;4
;-36237306;-8493306;BR-423;1;1;1;o;1;1;o;1;o;1844;20
;-36305056;-8632667;BR-423;1;1;1;o;o;o;o;o;o;3800;41
;-36322694;-8655889;BR-423;1;1;1;o;1;o;1;1;o;720;7
;-36330000;-8658528;BR-423;1;1;1;o;1;;1;1;o;1080;11
;-36331833;-8658694;BR-423;1;1;1;o;1;o;o;1;o;1570;17
;-36331472;-8658917;BR-423;1;1;1;1;o;1;o;1;o;900;9
;-36341778;-8661167;BR-423;1;1;1;o;1;1;o;o;o;2140;23
;-36367222;-8666500;BR-423;1;1;1;1;1;o;1;o;o;5136;56
;-36419750;-8710806;BR-423;1;1;1;o;1;1;1;1;o;885;9
;-36425219;-8720341;BR-423;1;1;1;o;1;o;o;o;o;1927;21
;-36430722;-8756139;BR-423;1;;1;o;1;o;o;1;o;400;4
;-36441306;-8805778;BR-423;1;1;1;o;o;o;1;1;o;2975;32
;-36477056;-8878611;BR-423;1;;1;1;1;o;1;1;o;952;10
;-36485861;-8879306;BR-423;1;1;1;o;1;o;1;1;o;320;3
;-36499917;-8877222;BR-423;1;1;1;o;o;o;o;1;o;1360;14
;-36662389;-8904556;BR-423;1;o;o;o;o;o;o;1;o;400;4
;-36710333;-8918222;BR-423;1;1;1;1;1;1;o;1;o;1400;15
;-36868005;-9009181;BR-423;1;1;1;1;1;1;o;1;o;2700;29
;-37116389;-9129806;BR-423;1;1;1;1;1;1;1;1;o;3300;36
;-36959083;-8499861;BR-424;1;o;o;1;o;o;o;1;1;1680;18
;-36881556;-8572889;BR-424;1;o;1;1;1;o;o;o;1;1050;11
;-36870278;-8583250;BR-424;1;o;o;o;1;1;o;1;1;890;9
;-36641944;-8763972;BR-424;1;o;o;1;1;1;1;1;1;880;9
;-36620111;-8779222;BR-424;1;o;1;o;1;o;o;o;1;684;7
;-36501028;-8901944;BR-424;1;1;o;o;o;o;o;o;1;650;7
;-36498250;-8906361;BR-424;1;o;1;1;o;o;1;o;1;600;6
;-36487528;-8909333;BR-424;1;o;o;o;o;o;o;o;1;1080;11
;-36488250;-8911750;BR-424;1;1;1;o;1;o;o;1;1;2728;29
;-39313294;-8507286;BR-428;1;1;1;1;1;o;1;1;o;3000;50
;-40278622;-9014514;BR-428;1;1;1;o;1;o;1;1;o;6000;100
;-40465683;-9331103;BR-428;1;1;o;1;1;o;o;1;o;4500;70
;-40467408;-9334469;BR-428;1;1;1;o;1;o;o;o;o;3000;50
;-40476903;-9352958;BR-428;1;1;1;1;1;o;1;1;o;3000;50
;-40486050;-9370561;BR-428;1;o;1;o;1;o;1;1;o;3000;50
;-40486778;-9371986;BR-428;1;1;1;1;1;1;1;1;o;3000;50
;-40503520;-9402283;BR-428;1;1;1;1;1;o;1;1;o;6000;100
